year,location,mileage,engine_capacity,transmission,service_history,drive_type,regional_specs,owners,fuel_type,cylinders,doors,seats,condition,modifications,name,aed_price,colour
2017,Dubai,"95,798",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Ford Focus 2017,"41,099",Silver
2020,Dubai,"54,342",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Corolla 2020,"72,699",Red
2019,Dubai,"96,878",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,3,4,5 Seater,N/A,N/A,Used Mitsubishi Attrage 2019,"29,899",Silver
2016,Dubai,"155,237",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Mitsubishi Lancer EX 2016,"30,599",Silver
2020,Dubai,"71,585",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,7 Seater,N/A,N/A,Used Mitsubishi Pajero 2020,"93,099",Grey
2020,Dubai,"120,000",2500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Sonata 2.5L Full option   2020,"75,000",Red
2015,Al Mushrif,"100,000",4000,N/A,N/A,Drive,GCC Specs,2,N/A,4,4,N/A,Perfect inside out,N/A,Used Mercedes-Benz GLE-Class 2015,"76,000",Tan
2011,Al Nahda,"109,000",2995,Automatic,N/A,All Wheel Drive,GCC Specs,2,Petrol,Not Sure,4,N/A,Perfect inside out,N/A,Used Audi Q7 2011,"37,000",Black
2014,Al Saja,"250,000",1598,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Sentra 1.6L Sedan 2014,"23,000",Gray
2014,Al Mushrif,"100,000",4000,N/A,N/A,Drive,GCC Specs,2,N/A,6,2,N/A,Perfect inside out,N/A,Used Toyota Land Cruiser Pick Up 2014,"72,000",Tan
2020,Souq Al Haraj,"40,750",3800,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,Used Kia Telluride 3.8L V6 SX PKG BUTTER SCOTCH AWD  2020,"78,000",Black
2017,Mirdiff,"46,000",2000,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLC-Class GLC 300 2017,"88,000",Silver
2018,Souq Al Haraj,"51,000",1999,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Elantra  2.0L Mid 2018,"29,000",Black
2016,Al Awir,"115,000",2200,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,3 Seater,Perfect inside out,No,Used Ford Ranger 2016,"50,000",White
2022,Al Awir,0,3200,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,5,4,3 Seater,Perfect inside out,No,New Ford Ranger 2022,"109,000",Silver
2022,Al Awir,0,3200,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,5,4,3 Seater,Perfect inside out,No,New Ford Ranger 2022,"109,000",Silver
2023,Ras Al Khor,0,1999,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Ford Taurus 2.0L EcoBoost Trend  2023,"128,000",Black
2023,Ras Al Khor,0,1999,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Ford Taurus 2.0L EcoBoost Trend  2023,"120,000",Black
2021,Dubai,"89,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,N/A,5,5 Seater,Perfect inside out,N/A,Used Mitsubishi ASX 2021,"69,000",Black
2018,Dubai,"100,000",1200,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Ford EcoSport 2018,"45,000",White
2016,Dubai,"240,000",1600,Automatic,N/A,2 Wheel Drive (2WD),GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Juke 1.6L 2016,"38,500",Silver
2018,Souq Al Haraj,"91,672",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Optima 2.4L Base 2018,"31,500",White
2023,Al Awir,0,1500,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Chevrolet Captiva 1.5T LT 2023,"66,500",Black
2018,Souq Al Haraj,"62,900",2000,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Tucson  2.0L AWD 2018,"44,000",Silver
2017,Souq Al Haraj,"82,000",1800,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla 1.8L Comfort  2017,"27,500",Black
2019,Souq Al Haraj,"30,256",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Optima 4 Door 2.4L LX 2019,"36,500",Burgundy
2018,Souq Al Haraj,"67,700",2400,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Kia Sorento 2.4L 5 Seater 2018,"40,000",Black
2017,Sharjah,"140,000",5700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,8 Seater,Perfect inside out,N/A,Used Toyota Land Cruiser 5.7L VXR 2017,"169,000",White
2023,Ras Al Khor,0,1999,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Ford Taurus 2.0L EcoBoost Trend  2023,"120,000",Black
2021,Al Awir,0,2000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,No,New Ford Edge Trend 2021,"119,000",Silver
2022,Al Awir,0,2200,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Diesel,4,4,5 Seater,Perfect inside out,No,New Ford Ranger 2.2L Double Cab Base Hi-Rider 4X4 M/T 2022,"92,000",White
2021,Al Awir,0,5000,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,No,New Ford Mustang 2021,"225,000",Silver
2022,Ras Al Khor,0,3200,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,5,4,5 Seater,Perfect inside out,N/A,New Ford Ranger 3.2L 4-door 2022,"109,000",Blue
2019,Souq Al Haraj,"31,456",N/A,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Dodge Charger 2019,"45,499",White
2020,Souq Al Haraj,"15,000",2487,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Camry  2.5L LE (204 HP) 2020,"55,000",Gray
2019,Souq Al Haraj,"132,000",N/A,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Nissan Altima 2019,"42,000",Black
2014,Sharjah,"37,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,N/A,2,N/A,Perfect inside out,N/A,Used Audi A5 Convertible 2014,"49,000",White
2020,Souq Al Haraj,"81,000",1800,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Honda Civic 4 door VTi 2020,"42,000",Silver
2023,Dubai,0,3600,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,N/A,Perfect inside out,N/A,New Jeep Wrangler Unlimited Sahara 3.6L A/T 2023,"219,000",Gray
2004,Muhaisanah,"140,000",1800,Automatic,N/A,Drive,Japanese Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla  1.8L 2004,"12,500",Tan
2021,Dubai,"120,308",2700,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,N/A,N/A,Used Toyota Hilux 2021,"82,500",White
2018,Ras Al Khor,"140,112",2700,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Hilux 2018,"71,500",White
2018,Dubai,"145,347",2694,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Hilux 2.7L Double Cab GLS 4x4 2018,"71,500",White
2018,Dubai,"121,000",2694,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,N/A,N/A,Used Toyota Hilux 2.7L Double Cab GL 4x4 2018,"68,500",White
2010,Dubai,"220,000",5700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,8 Seater,N/A,N/A,Used Lexus LX 570  5 door 5.7L 2010,"98,000",Black
2021,Ras Al Khor,"16,909",2700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Hilux 2021,"95,500",White
2014,Sharjah,"115,000",N/A,Automatic,N/A,Drive,Other Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 2014,"115,000",White
2011,Dubai,"187,000",2700,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,N/A,N/A,N/A,Used Toyota Land Cruiser Prado TXL 2011,"83,500",Black
2023,Dubai,0,4500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Diesel,8,4,3 Seater,N/A,N/A,New Toyota Land Cruiser Pick Up 2023,"149,500",White
2008,Sharjah,"300,000",3800,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,5,5 Seater,Perfect inside out,N/A,New Jeep Wrangler 2008,"45,000",Green
2004,Muhaisanah,"140,000",1800,Automatic,N/A,Drive,Japanese Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Toyota Corolla  1.8L 2004,"12,500",Tan
2020,Al Awir,"110,666",2000,Automatic,Yes,Front Wheel Drive,GCC Specs,N/A,Diesel,4,2,N/A,Perfect inside out,N/A,Used Peugeot Expert 2020,"42,900",White
2020,Al Mamzar,"103,973",2400,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mitsubishi L200 2.4L Double Cab GLX 4WD 2020,"48,900",White
2017,Al Awir,"145,756",2700,Manual,N/A,Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Toyota Hilux 2017,"52,000",White
2015,Mirdiff,"161,995",1200,Automatic,N/A,Front Wheel Drive,GCC Specs,1,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Hyundai i10 1.2L 2015,"18,500",White
2021,Dubai,"67,800",2000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Land Rover Range Rover Evoque 2.0T R-Dynamic SE 200 PS  2021,"219,000",White
2021,Ras Al Khor,"69,089",3700,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Diesel,4,2,2 Seater,Perfect inside out,N/A,Used Mitsubishi Canter 2021,"91,500",White
2018,Ras Al Khor,"26,660",2694,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,4,N/A,8+ Seater,Perfect inside out,N/A,Used Toyota Hiace 2018,"79,000",White
2017,Al Awir,"191,168",N/A,Manual,N/A,Rear Wheel Drive,GCC Specs,N/A,Diesel,4,2,2 Seater,Perfect inside out,N/A,Used Mitsubishi Canter 2017,"72,000",White
2022,Al Mamzar,"64,796",2500,Manual,N/A,Rear Wheel Drive,GCC Specs,1,Petrol,4,2,2 Seater,Perfect inside out,N/A,Used Peugeot Partner 2022,"42,000",White
2021,Souq Al Haraj,"39,000",3605,Manual,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited 3.6L V6 Sport  2021,"125,000",Red
2021,Souq Al Haraj,"18,000",3500,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Toyota Tacoma 2021,"135,000",Red
2013,Sharjah,"230,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,8,5,7 Seater,Perfect inside out,N/A,Used Nissan Patrol 2013,"77,000",White
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,8 Seater,Perfect inside out,N/A,New Lexus LX 2023,"615,000",Black
2023,Ras Al Khor,0,1500,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Changan UNI-V 1.5T Limited  2023,"110,000",Gray
2016,Souq Al Haraj,"175,000",3700,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Ford Edge 3.7L Sport 2016,"69,000",Bronze
2017,Souq Al Haraj,"70,000",5000,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,8,4,5 Seater,N/A,N/A,Used Land Rover Range Rover Vogue  Supercharged LE 2017,"159,000",Black
2017,Souq Al Haraj,"165,000",5325,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used GMC Sierra 1500 5.3L Double Cab SLE 2017,"83,000",White
2023,Ras Al Khor,0,N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,N/A,N/A,Perfect inside out,N/A,New Suzuki Grand Vitara 2023,Call for Price,White
2023,Ras Al Khor,0,5,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,8,4,9 Seater,Perfect inside out,N/A,New Chevrolet Tahoe 2023,Call for Price,Black
2023,Ras Al Khor,0,2400,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Mitsubishi L200  Double Cab 2023,Call for Price,Silver
2019,Abu Hail,"101,000",3500,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,No,Used Kia Sorento 3.3L Top AWD 2019,"59,000",Silver
2021,Souq Al Haraj,"18,000",3500,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Toyota Tacoma 2021,"135,000",Red
2022,Souq Al Haraj,231,3200,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Jeep Cherokee 2022,"110,000",White
2017,Ras Al Khor,"100,000",3600,Automatic,N/A,Drive,American Specs,N/A,Petrol,6,5,4 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited  5 Door 2017,"72,000",White
2018,Souq Al Haraj,"51,000",3000,Automatic,N/A,All Wheel Drive,Canadian Specs,N/A,Diesel,6,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 2018,"180,000",Black
2020,Dubai,"27,900",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,N/A,5,N/A,Perfect inside out,N/A,Used Porsche Cayenne 2020,"328,000",Gray
2016,Ajman,"200,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Sonata 2016,"23,000",White
2011,Souq Al Haraj,"177,000",3000,Automatic,N/A,Rear Wheel Drive,GCC Specs,1,Petrol,6,4,5 Seater,Perfect inside out,No,Used Lexus IS 300  4 door 3.0L 2011,"29,000",White
2015,Ajman,"206,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Kia Sportage 2015,"26,000",White
2016,Abu Hail,"231,000",1600,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Hyundai Veloster  1.6L Turbo 2016,"28,500",Red
2013,Al Qusais,"138,000",3470,Automatic,N/A,All Wheel Drive,GCC Specs,1,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Mitsubishi Pajero 3.5L 5 Door Basic 2013,"29,500",Silver
2015,Ajman,"160,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,N/A,Perfect inside out,N/A,Used Nissan Micra 2015,"14,500",White
2019,Sharjah,"99,000",1996,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Honda Accord 2.0T Sport 2019,"49,000",Gray
2020,Abu Hail,"76,000",3605,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Jeep Wrangler Unlimited  3.6L V6 Sport 2020,"128,000",Silver
2023,Ras Al Khor,0,N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,N/A,N/A,New Hyundai Santa Fe 2023,Call for Price,White
2013,Abu Hail,"150,000",4600,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,4,5 Seater,Perfect inside out,No,Used Lexus LS 460 2013,"79,000",Gray
2019,Abu Hail,"38,000",6400,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,8,2,2 Seater,Perfect inside out,No,Used Dodge Challenger 6.4L R/T Scatpack Widebody  2019,"105,000",Orange
2023,Ras Al Khor,0,N/A,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,4,5,7 Seater,N/A,N/A,New Kia Sorento 2023,Call for Price,Black
2023,Ras Al Khor,0,N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,N/A,N/A,New Mitsubishi Montero Sport 2023,Call for Price,White
2023,Ras Al Khor,0,N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,5,N/A,N/A,N/A,New Suzuki Grand Vitara 2023,Call for Price,White
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,6,5,7 Seater,N/A,N/A,New Toyota Land Cruiser 3.5T GR-Sport 2023,Call for Price,Black
2023,Ras Al Khor,0,N/A,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,4,5,7 Seater,N/A,N/A,New Toyota Highlander  2023,Call for Price,White
2023,Ras Al Khor,0,N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,8,5,7 Seater,N/A,N/A,New Nissan Patrol 2023,Call for Price,White
2020,Sharjah,"77,000",3500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,Perfect inside out,N/A,Used Lexus ES 350 4 door 3.5L 2020,"149,000",Black
2016,Sharjah,"130,000",1500,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used BMW 3 Series 318i 2016,"55,000",Black
2022,Al Awir,0,3605,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,No,New Jeep Wrangler Unlimited 3.6L V6 Sahara 2022,"199,000",Blue
2022,Al Awir,0,3200,Automatic,N/A,All Wheel Drive,Other Specs,N/A,Diesel,5,4,3 Seater,Perfect inside out,No,New Ford Ranger 2022,"109,000",Gray
2012,Sharjah,"160,000",N/A,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,N/A,5,N/A,Perfect inside out,N/A,Used Toyota Rav4 2012,"37,000",White
2015,Al Khan,"154,763",1296,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,5,5 Seater,Minor wear and tear,N/A,Used Toyota Yaris Hatchback  1.3L SE 2015,"28,500",Silver
2023,Ras Al Khor,0,3000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover  Vogue HSE 2023,"734,998",White
2023,Ras Al Khor,0,3500,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,4 Seater,Perfect inside out,N/A,New Lexus LX 600 VIP LAUNCH EDITION AWD 4-Seats  2023,"710,000",White
2019,Ras Al Khor,"61,000",N/A,Automatic,Yes,All Wheel Drive,GCC Specs,N/A,Electric,"N/A, Electric",4,7 Seater,Perfect inside out,No,Used Tesla Model X 100D 2019,"309,000",Black
2023,Ras Al Khor,0,2999,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New BMW 7 Series 740Li MHEV 2023,"578,000",White
2020,Ras Al Khor,"44,000",3800,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Genesis G90 2020,"225,000",White
2023,Ras Al Khor,0,1500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,N/A,N/A,New Suzuki Jimny 2023,"84,000",Green
2023,Ras Al Khor,0,N/A,Manual,N/A,Drive,GCC Specs,N/A,Diesel,4,2,3 Seater,N/A,N/A,New Kia K4000G 2023,Call for Price,White
2023,Ras Al Khor,0,2,Manual,N/A,Front Wheel Drive,GCC Specs,N/A,Diesel,4,N/A,3 Seater,N/A,N/A,New Hyundai Staria 2023,Call for Price,White
2023,Ras Al Khor,0,2497,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,5,7 Seater,N/A,N/A,New Kia Sorento 2.5L  AWD   2023,Call for Price,White
2023,Ras Al Khor,0,2,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,4,7 Seater,Perfect inside out,N/A,New Toyota Highlander 2023,Call for Price,White
2023,Ras Al Khor,0,3500,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,6,4,6 Seater,N/A,N/A,New Toyota Granvia  3.5L Premium 2023,Call for Price,Black
2023,Ras Al Khor,0,4,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,2,5 Seater,N/A,N/A,New Toyota Land Cruiser Pick Up 4.0L Hard Top 2023,Call for Price,Beige
2022,Abu Hail,"12,000",3500,Automatic,N/A,Rear Wheel Drive,American Specs,N/A,Petrol,6,4,N/A,Perfect inside out,No,Used Lexus IS 350  2022,"148,000",Black
2019,Abu Hail,"87,998",2500,Automatic,N/A,Front Wheel Drive,Japanese Specs,N/A,Hybrid,4,4,N/A,Perfect inside out,No,Used Lexus ES-Series 2019,"125,000",White
2023,Ras Al Khor,0,2500,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Hybrid,4,5,N/A,Perfect inside out,N/A,New Toyota Crown 2023,"161,000",White
2019,Sharjah,"78,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Elantra 2019,"42,000",White
2023,Ras Al Khor,0,1500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,N/A,N/A,New Suzuki Jimny 2023,"84,000",Green
2023,Ras Al Khor,0,1500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,2,N/A,Perfect inside out,N/A,New Suzuki Jimny 2023,"84,000",White
2023,Ras Al Khor,0,1500,Manual,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,New Suzuki Jimny 2023,"84,000",Gray
2011,Sharjah,"130,000",N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,N/A,4,N/A,Perfect inside out,N/A,Used Kia Optima 2011,"21,000",Silver
2014,Sakamkam,102,N/A,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Ford EcoSport 2014,"18,000",Blue
2016,Jumeirah Lake Towers,"181,000",3700,Automatic,N/A,Front Wheel Drive,American Specs,2,Petrol,6,4,N/A,Perfect inside out,N/A,Used Lincoln MKS 3.7 FWD 2016,"36,000",Silver
2013,Sharjah,"160,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,N/A,4,N/A,Perfect inside out,N/A,Used Audi A7 2013,"47,000",Brown
2022,Ras Al Khor,0,3604,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,New Dodge Charger 3.6L GT 2022,"155,000",Black
2024,Ras Al Khor,0,1197,Automatic,N/A,Front Wheel Drive,Other Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,New Suzuki Swift  1.2L GLX 2024,"43,000",Gray
2015,Al Zahiya,"156,000",1800,Automatic,N/A,Front Wheel Drive,GCC Specs,2,Petrol,4,4,N/A,Perfect inside out,N/A,Used Honda Civic  1.8 VTi 2015,"35,000",Gray
2013,Sharjah,"150,000",3400,Automatic,N/A,Rear Wheel Drive,GCC Specs,N/A,Petrol,6,2,2 Seater,Perfect inside out,N/A,Used Porsche Boxster S 2013,"110,000",Gold
2023,Dubai,0,1000,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,New Hyundai Venue 2023,"64,500",White
2015,Sharjah,"150,000",2773,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Audi A6 35 FSI quattro 220 HP 2015,"38,000",White
2021,Sharjah,"49,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,6,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover Sport 2021,"240,000",Black
2021,Sharjah,"32,000",N/A,Automatic,N/A,Drive,En,N/A,Petrol,8,4,5 Seater,Perfect inside out,N/A,Used Land Rover Range Rover 2021,"299,000",Black
2006,Ras Al Khor,"190,000",4000,Automatic,N/A,All Wheel Drive,GCC Specs,N/A,Petrol,6,5,7 Seater,Perfect inside out,N/A,Used Toyota Fortuner  4.0L GXR 2006,"27,500",White
2015,Ras Al Khor,"260,000",3,Manual,N/A,Rear Wheel Drive,GCC Specs,1,Diesel,4,3,3 Seater,Perfect inside out,N/A,Used Toyota Hiace 2015,"65,000",White
2014,Ras Al Khor,"190,000",2000,Automatic,N/A,All Wheel Drive,GCC Specs,1,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Mercedes-Benz GLK-Class  GLK 250 2014,"42,000",White
2009,Ras Al Khor,"17,000",N/A,Manual,N/A,Rear Wheel Drive,GCC Specs,1,Diesel,4,4,N/A,Perfect inside out,N/A,Used Volkswagen Crafter 2009,"78,000",White
2021,Ras Al Khor,"9,000",3500,Automatic,N/A,All Wheel Drive,European Specs,N/A,Petrol,6,3,N/A,Perfect inside out,N/A,Used Land Rover Defender 2021,"292,999",Black
2023,Al Shawamekh,0,2996,Automatic,N/A,All Wheel Drive,American Specs,N/A,Petrol,6,5,5 Seater,Perfect inside out,N/A,New Land Rover Range Rover 3.0T V6 HSE MHEV 400 PS 2023,"630,000",Gold
2021,Souq Al Haraj,"27,133",2500,Automatic,N/A,Front Wheel Drive,American Specs,N/A,Petrol,4,4,5 Seater,Perfect inside out,N/A,Used Hyundai Sonata 2.5L GDI 8AT Mid option  2021,"64,900",Black
2020,Sharjah,"87,000",N/A,Automatic,N/A,Drive,GCC Specs,N/A,Petrol,4,5,5 Seater,Perfect inside out,N/A,Used Nissan Kicks 2020,"43,999",White
2016,Sharjah,"115,000",2000,Automatic,N/A,Front Wheel Drive,GCC Specs,N/A,Petrol,4,4,N/A,Perfect inside out,N/A,Used Mitsubishi Lancer EX 2.0L 2016,"23,500",White
